0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, -1
0, -1
1, -1
5, -1
10, -1
17, -1
22, -1
27, -29
31, -29
32, -29
30, -29
28, -29
25, -29
23, -29
21, -29
21, -29
21, -29
22, -29
22, -29
23, -29
23, -29
24, -29
23, -29
23, -29
24, -29
24, -29
24, -29
23, -29
24, -29
24, -29
24, -29
24, -29
25, -29
25, -29
25, -29
25, -29
25, -29
25, -29
25, -29
25, -29
25, -29
25, -29
25, -29
25, -29
25, -29
25, -29
25, -29
25, -29
25, -29
24, -29
25, -29
25, -29
25, -29
25, -29
25, -29
25, -29
25, -29
25, -26
25, -26
25, -26
25, -26
25, -26
25, -26
24, -26
24, -26
25, -26
24, -25
24, -25
25, -26
25, -26
25, -26
24, -26
24, -26
24, -26
24, -25
24, -26
24, -26
25, -26
25, -26
25, -26
25, -26
24, -25
24, -25
24, -25
24, -25
24, -25
24, -25
24, -25
24, -25
25, -25
25, -25
24, -25
25, -25
25, -25
25, -25
24, -25
25, -25
24, -25
24, -25
24, -25
25, -25
25, -25
24, -25
24, -25
25, -25
25, -25
24, -25
25, -25
25, -25
25, -25
24, -25
24, -25
25, -25
25, -25
25, -25
25, -25
25, -25
24, -25
25, -25
25, -25
25, -25
24, -25
25, -25
25, -25
25, -25
24, -25
24, -25
25, -25
24, -25
24, -25
25, -25
25, -25
24, -25
24, -25
25, -25
25, -25
24, -25
25, -25
25, -25
25, -25
24, -25
24, -25
24, -25
24, -25
24, -25
25, -25
25, -25
25, -25
24, -25
24, -25
25, -25
24, -25
24, -25
25, -25
25, -25
24, -25
24, -25
24, -25
24, -25
24, -25
24, -25
25, -25
25, -25
24, -25
24, -25
25, -25
25, -25
24, -25
25, -25
25, -25
25, -26
25, -26
25, -26
25, -26
25, -26
24, -26
24, -25
24, -25
24, -25
24, -25
25, -25
25, -25
25, -25
24, -25
25, -25
25, -25
24, -25
24, -25
25, -25
25, -25
24, -25
25, -25
25, -26
24, -26
24, -25
25, -25
25, -25
24, -25
24, -25
25, -25
25, -25
25, -26
25, -26
25, -26
25, -26
24, -26
25, -26
25, -26
24, -26
24, -26
24, -26
25, -26
24, -26
25, -26
25, -26
25, -26
24, -26
24, -26
24, -26
24, -26
24, -26
25, -26
